province_th,station_id_suggested,name_th,name_en,provider,network_suggested,lat,lon,connector_summary,address,suggested_verification_status,suggested_confidence,source_url
นครนายก,ptt_sahatarasup_petroleum,ปตท บจ.สหธราทรัพย์ ปิโตรเลียม,PTT Sahatarasup Petroleum,PTT,EV Station PluZ,14.22014,101.1883,CCS2,37/4 ม.10 ต.พรหมณี อ.เมืองนครนายก นครนายก 26000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,river_curve_khaoyai_restaurant_cafe,ริเวอร์ เคิร์ฟ เขาใหญ่ เรสเทอรองท์ แอนด์ คาเฟ่,River Curve Khaoyai Restaurant & Cafe,PTT,EV Station PluZ,14.7167514394,101.4307453153,"CCS2, Type 2",944/9  ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,hotel_labaris,โรงแรม ลาบาริส,Hotel Labaris,PTT,EV Station PluZ,14.54136,101.4055,"CCS2, Type 2",9/9 ม.4 ต.หมูสี อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_komolpranorm_service,ปตท หจก.โกมลประนอมบริการ,PTT Komolpranorm Service,PTT,EV Station PluZ,12.64434,101.3525,"CCS2, Type 2",56 ม.10 ถ.สุขุมวิท ต.ตะพง อ.เมืองระยอง ระยอง 21000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_samaphanpattana,ปตท บจ.สมาพันธ์พัฒนา,PTT Samaphanpattana,PTT,EV Station PluZ,12.69723,101.2668,CCS2,65/3 ม.3 ถ.สุขุมวิท ต.เชิงเนิน อ.เมืองระยอง ระยอง 21000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_nittaya_grand_petroleum,ปตท บจ.นิตยา แกรนด์ ปิโตรเลียม,PTT Nittaya Grand Petroleum,PTT,EV Station PluZ,13.00083,101.1308,CCS2,4/16 ม.3 ต.มาบยางพร อ.ปลวกแดง ระยอง 21140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_in_oil_2016,ปตท บจ.อินออยล์ 2559,PTT In Oil 2016,PTT,EV Station PluZ,12.99996,101.2032,CCS2,388 ม.5 ต.ปลวกแดง อ.ปลวกแดง ระยอง 21140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_yokpanit,ปตท บจ.หยกพาณิชย์,PTT Yokpanit,PTT,EV Station PluZ,12.6545919177,101.3340412092,CCS2,115/2 ม.4 ถ.สุขุมวิท ต.ตะพง อ.เมืองระยอง ระยอง 21000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_rayong_veeraphan_service,ปตท หจก.ระยองวีระพันธ์บริการ,PTT Rayong Veeraphan Service,PTT,EV Station PluZ,12.7376442879,101.126090384,CCS2,383 ถ.สุขุมวิท ต.ห้วยโป่ง อ.เมืองระยอง ระยอง 21150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_mueang_rayong,ปตท เมืองระยอง,PTT Mueang Rayong,PTT,EV Station PluZ,12.67522,101.2887,"CCS2, Type 2",851/1 ถ.สุขุมวิท ต.เชิงเนิน อ.เมืองระยอง ระยอง 21000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_en_rich_station,ปตท บจ.เอ็นริช,PTT En Rich Station,PTT,EV Station PluZ,12.75612,101.1904,CCS2,888 ถ.ทางหลวงแผ่นดินสาย 36 ต.มาบข่า อ.นิคมพัฒนา ระยอง 21180,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_auto_one_petroleum,ปตท บจ.ออโต้วัน ปิโตรเลียม,PTT Auto One Petroleum,PTT,EV Station PluZ,12.701826,101.188711,"CCS2, Type 2",9999 ถ.สุขุมวิท ต.เนินพระ อ.เมืองระยอง ระยอง 21150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_rayong_songsermkit,ปตท บจ.ระยองส่งเสริมกิจ,PTT Rayong Songsermkit,PTT,EV Station PluZ,12.83358,101.206,CCS2,244 ม.1 ต.นิคมพัฒนา อ.นิคมพัฒนา ระยอง 21180,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_komolpranorm_petroleum,ปตท บจ.โกมลประนอม ปิโตรเลียม,PTT Komolpranorm Petroleum,PTT,EV Station PluZ,12.7299,101.5853,"CCS2, Type 2",99/2 ม.4 ต.ชากโดน อ.แกลง ระยอง 21110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_limroongsup_branch_2,ปตท บจ.หลิ่มรุ่งทรัพย์  2,PTT Limroongsup Branch 2,PTT,EV Station PluZ,19.5400419,99.7416105,CCS2,4 ม.13 ถ.พหลโยธิน ต.เมืองพาน อ.พาน เชียงราย 57120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_burapha_petroleum_1995,ปตท บจ.บูรพาปิโตรเลียม (1995),PTT Burapha Petroleum (1995),PTT,EV Station PluZ,12.76459,101.1799,"CCS2, Type 2",54 ถ.สาย 36 ต.มาบข่า อ.นิคมพัฒนา ระยอง 21180,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_s_s_petroleum_2015,ปตท หจก.เอส.เอส.ปิโตรเลี่ยม 2015,PTT S.S. Petroleum  2015,PTT,EV Station PluZ,17.43451,102.7996,"CCS2, Type 2",567 ม.7 ต.หนองบัว อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_tantichai_petroleum,ปตท หจก.ตันติชัยปิโตรเลียม,PTT Tantichai Petroleum,PTT,EV Station PluZ,12.78282,101.6916,"CCS2, Type 2",227/10 ม.6 ถ.สุขุมวิท ต.ทุ่งควายกิน อ.แกลง ระยอง 21110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,tum_thai_baan_e_san,ตำไทบ้านอิสาณ,Tum Thai Baan E-san,PTT,EV Station PluZ,14.9904,102.1192,"CCS2, Type 2",133/3 ม.13 ถ.สุรนารายณ์ ต.จอหอ อ.เมืองนครราชสีมา นครราชสีมา 30310,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,bigc_varinchamrab,บิ๊กซี วารินชำราบ,BigC VarinChamrab,PTT,EV Station PluZ,15.16519,104.8544,"CCS2, Type 2",322 ม.8 ต.แสนสุข อ.วารินชำราบ อุบลราชธานี 34190,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,bigc_khonkaen_2,บิ๊กซี ขอนแก่น 2,BigC KhonKaen 2,PTT,EV Station PluZ,16.39,102.8391,"CCS2, Type 2",177 ม.9 ต.เมืองเก่า อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,bigc_udon_thani_1,บิ๊กซี อุดรธานี 1,BigC Udon Thani 1,PTT,EV Station PluZ,17.3866,102.8245,"CCS2, Type 2",415 ม.3 ต.หมากแข้ง อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,bigc_pak_chong,บิ๊กซี ปากช่อง,BigC Pak Chong,PTT,EV Station PluZ,14.67052,101.3972,"CCS2, Type 2",28 ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แพร่,bigc_phrae,บิ๊กซี แพร่,BigC Phrae,PTT,EV Station PluZ,18.12859,100.1447,CCS2,600 ม.9 ต.นาจักร อ.เมืองแพร่ แพร่ 54000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_phitsanulok_energy,ปตท หจก.พิษณุโลกพลังงาน,PTT Phitsanulok Energy,PTT,EV Station PluZ,16.79443,100.2106,"CCS2, Type 2",192/1 ม.6 ต.ท่าทอง อ.เมืองพิษณุโลก พิษณุโลก 65000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ribs_mannn,ริบส์แมน,Ribs Mannn,PTT,EV Station PluZ,14.63429,101.4117,"CCS2, Type 2",55/5 ม.4 ต.หนองน้ำแดง อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
น่าน,bigc_nan,บิ๊กซี น่าน,BigC Nan,PTT,EV Station PluZ,18.77801,100.7579,"CCS2, Type 2",708 ม.4 ต.ไชยสถาน อ.เมืองน่าน น่าน 55000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,lpg_auto_station_pt_lpg,ปตท แอลพีจี ออโต้  หจก.พีที แอลพีจี,LPG Auto Station PT LPG,PTT,EV Station PluZ,15.15292,104.8898,"CCS2, Type 2",999 ม.6 ถ.สถลมาร์ค ต.ธาตุ อ.วารินชำราบ อุบลราชธานี 34190,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_a_k_petroleum_service,ปตท บจ.เอ เค.ปิโตรเลียมเซอร์วิส,PTT A.K. Petroleum Service,PTT,EV Station PluZ,12.68675,101.2542,CCS2,530/1 ม.1 ต.เนินพระ อ.เมืองระยอง ระยอง 21000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,ptt_warinpetroleum_liangmueang,ปตท บจ.วารินปิโตรเลียม (เลี่ยงเมือง),PTT Warinpetroleum (Liangmueang),PTT,EV Station PluZ,15.19362,104.8147,"CCS2, Type 2",111 ม.4 ต.คำน้ำแซบ อ.วารินชำราบ อุบลราชธานี 34190,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_mu_mon,ปตท หมูม่น,PTT Mu Mon,PTT,EV Station PluZ,17.45706,102.7933,CCS2,171/7 ม.8 ต.หมูม่น อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_saraphi_2,ปตท สารภี 2,PTT Saraphi 2,PTT,EV Station PluZ,18.74783,99.03425,"CCS2, Type 2",303/6 ม.2 ต.หนองผึ้ง อ.สารภี เชียงใหม่ 50140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_hang_dong,ปตท หางดง,PTT Hang Dong,PTT,EV Station PluZ,18.72003,98.97457,"CCS2, Type 2",390 ม.3 ต.สันผักหวาน อ.หางดง เชียงใหม่ 50230,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_thung_sang,ปตท ทุ่งสร้าง,PTT Thung Sang,PTT,EV Station PluZ,16.4487,102.8412,"CCS2, Type 2",1/68 ม.13 ถ.กสิกรทุ่งสร้าง ต.ในเมือง อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_thai_oriental_oil,ปตท บจ.ไทย โอเรียนทอล ออยล์,PTT Thai Oriental Oil,PTT,EV Station PluZ,13.62545,100.6413,"CCS2, Type 2",25/89 ม.2 ต.บางแก้ว อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,robinson_lifestyle_ban_chang,โรบินสัน ไลฟ์สไตล์ บ้านฉาง,Robinson Lifestyle Ban Chang,PTT,EV Station PluZ,12.73865,101.081,"CCS2, Type 2",162 ม.6 ถ.สุขุมวิท ต.บ้านฉาง อ.บ้านฉาง ระยอง 21130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_chokmanat_interoil,ปตท บจ.โชคมนัสอินเตอร์ออยล์,PTT Chokmanat Interoil,PTT,EV Station PluZ,13.5927683562,100.5688688843,"CCS2, Type 2","88/8,88/9 ม.2 ต.ในคลองบางปลากด อ.พระสมุทรเจดีย์ สมุทรปราการ 10290",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_national_housing_authority_bang_phli,ปตท การเคหะบางพลี,PTT National Housing Authority Bang Phli,PTT,EV Station PluZ,13.58702,100.8,"CCS2, Type 2",22 ม.13 ต.บางเสาธง อ.บางเสาธง สมุทรปราการ 10570,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_siam_i_b_o_r,ปตท บจ.สยาม ไอ.บี.โอ.อาร์,PTT Siam I.B. O.R,PTT,EV Station PluZ,13.61625,100.7029,CCS2,32/1 ม.7 ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_bang_bo,ปตท บางบ่อ,PTT Bang Bo,PTT,EV Station PluZ,13.57749,100.8063,"CCS2, Type 2",667 ม.17 ต.บางเสาธง อ.บางเสาธง สมุทรปราการ 10570,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_naksawat,ปตท บจ.นาคสวัสดิ์,PTT Naksawat,PTT,EV Station PluZ,13.58445,100.8559,CCS2,168/11 ม.4 ถ.บางนา-ตราด ต.บางบ่อ อ.บางบ่อ สมุทรปราการ 10560,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,bigc_hang_dong_1,บิ๊กซี หางดง 1,BigC Hang Dong 1,PTT,EV Station PluZ,18.74383,98.96182,"CCS2, Type 2","111,111/2-5 ม.5 ต.หางดง อ.หางดง เชียงใหม่ 50230",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,bigc_chiang_rai_2,บิ๊กซี เชียงราย 2,BigC Chiang Rai 2,PTT,EV Station PluZ,19.95974,99.85554,"CCS2, Type 2",58 ม.17 ต.บ้านดู่ อ.เมืองเชียงราย เชียงราย 57100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,bigc_lampang,บิ๊กซี ลำปาง,BigC Lampang,PTT,EV Station PluZ,18.27625,99.48152,"CCS2, Type 2",65 ถ.ไฮเวย์ลำปาง-งาว ต.สบตุ๋ย อ.เมืองลำปาง ลำปาง 52100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_makhamyong_transport,ปตท บจ.มะขามหย่งขนส่ง,PTT Makhamyong Transport,PTT,EV Station PluZ,13.57303,100.9102,"CCS2, Type 2",222/1 ม.5 ถ.บางนาตราด กม.34 ต.บางพลีน้อย อ.บางบ่อ สมุทรปราการ 10560,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_san_kamphaeng_3,ปตท สันกำแพง 3,PTT San Kamphaeng 3,PTT,EV Station PluZ,18.7342,99.08907,"CCS2, Type 2",129/4 ม.12 ต.สันกำแพง อ.สันกำแพง เชียงใหม่ 50130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_sinjaroen_service_gas,ปตท บจ.สินเจริญ เซอร์วิส แก๊ส,PTT Sinjaroen Service Gas,PTT,EV Station PluZ,13.59725,100.7377,"CCS2, Type 2",88/18 ม.10 ต.บางปลา อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_somjit_service,ปตท หจก.สมจิตรบริการ,PTT Somjit Service,PTT,EV Station PluZ,13.58135,100.6064,"CCS2, Type 2",999 ถ.สุขุมวิท ต.ปากน้ำ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,robinson_lifestyle_samut_prakan,โรบินสัน ไลฟ์สไตล์  สมุทรปราการ,Robinson Lifestyle Samut Prakan,PTT,EV Station PluZ,13.5845109145,100.6088208541,"CCS2, Type 2",789 ม.2 ถ.สุขุมวิท ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ สมุทรปราการ 10280,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_siam_power_rich,ปตท บจ.สยามเพาเวอร์ ริช,PTT Siam Power Rich,PTT,EV Station PluZ,13.63737,100.5916,"CCS2, Type 2","1688,1688/1,1688/2 ม.9 ถ.สุขุมวิท ต.เทพารักษ์ อ.เมืองสมุทรปราการ สมุทรปราการ 10270",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,bigc_samut_prakan,บิ๊กซี สมุทรปราการ,BigC Samut Prakan,PTT,EV Station PluZ,13.58444,100.6072,"CCS2, Type 2",498/1  ถ.สุขุมวิท ต.ปากน้ำ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_raming_oil,ปตท บจ.ระมิงค์ ออยล์,PTT Raming Oil,PTT,EV Station PluZ,18.74741,99.01928,CCS2,169 ม.4 ต.หนองหอย อ.เมืองเชียงใหม่ เชียงใหม่ 50000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_thanarak_petroleum,ปตท หจก.ธนรักษ์ปิโตรเลียม,PTT Thanarak Petroleum,PTT,EV Station PluZ,19.752770796,99.7314037074,CCS2,71 ม.11 ถ.พหลโยธิน ต.จอมหมอกแก้ว อ.แม่ลาว เชียงราย 57250,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_maekorn_petroleum_muang,ปตท บจ.แม่กรณ์ปิโตรเลียม (เมือง),PTT Maekorn Petroleum (Muang),PTT,EV Station PluZ,19.8754666934,99.8292345927,CCS2,133 ม.13 ถ.พหลโยธิน ต.สันทราย อ.เมืองเชียงราย เชียงราย 57000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_piyaporncharoen_mae_fah_luang,ปตท หจก.ปิยะพรเจริญกิจ (แม่ฟ้าหลวง),PTT Piyaporncharoen (Mae Fah Luang),PTT,EV Station PluZ,20.0339,99.87476,CCS2,284 ม.10 ต.นางแล อ.เมืองเชียงราย เชียงราย 57100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_paiboonsuwan,ปตท บจ.ไพบูลย์สุวรรณ,PTT Paiboonsuwan,PTT,EV Station PluZ,20.0559092716,99.8749779855,CCS2,335 ม.2 ถ.ทางหลวงสายเอเซีย ต.ท่าสุด อ.เมืองเชียงราย เชียงราย 57100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_wang_thong,ปตท วังทอง,PTT Wang Thong,PTT,EV Station PluZ,16.830307,100.362874,CCS2,100/2 ม.4 ต.สมอแข อ.เมืองพิษณุโลก พิษณุโลก 65000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_p_a_m_energy,ปตท บจ.พี เอ เอ็ม เอนเนอร์จี,PTT P A M Energy,PTT,EV Station PluZ,16.85442,100.4787,CCS2,888 ม.1 ต.ชัยนาม อ.วังทอง พิษณุโลก 65130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_w_trio,ปตท บจ.ดับบลิว ทรีโอ้,PTT W Trio,PTT,EV Station PluZ,13.59576,100.6992,"CCS2, Type 2",88/33 ม.20 ถ.ตำหรุ-บางพลี ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำพูน,bigc_lamphun,บิ๊กซี ลำพูน,BigC Lamphun,PTT,EV Station PluZ,18.59121,99.04155,CCS2,200 ม.4 ต.บ้านกลาง อ.เมืองลำพูน ลำพูน 51000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,caf_amazon_i_square,คาเฟ่ อเมซอน ไอ-สแควร์,Café Amazon I-Square,PTT,EV Station PluZ,15.04674,102.1329,"CCS2, Type 2",1444/43 ม.13 ต.จอหอ อ.เมืองนครราชสีมา นครราชสีมา 30310,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,cafe_amazon_the_pride_hotel_phitsanulok,คาเฟ่ อเมซอน เดอะร์ ไพรด์ โฮเทล,Cafe Amazon The Pride Hotel Phitsanulok,PTT,EV Station PluZ,16.81691,100.3245,CCS2,989 ม.7 ต.สมอแข อ.เมืองพิษณุโลก พิษณุโลก 65000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,station45_ongkharak,ปตท 45@องครักษ์,Station45@Ongkharak,PTT,EV Station PluZ,14.138819,100.986649,"CCS2, Type 2",45 ม.9 ต.คลองใหญ่ อ.องครักษ์ นครนายก 26120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_fad_sam_sri_chom_thong,ปตท บจ.แฝดสาม ศรีจอมทอง,PTT Fad Sam Sri Chom Thong,PTT,EV Station PluZ,18.436345751,98.6874785939,CCS2,9 ม.9 ถ.เชียงใหม่ - ฮอด ต.ข่วงเปา อ.จอมทอง เชียงใหม่ 50160,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_mae_wang,ปตท แม่วาง,PTT Mae Wang,PTT,EV Station PluZ,18.554018,98.848697,CCS2,109 ม.6 ต.ทุ่งรวงทอง อ.แม่วาง เชียงใหม่ 50360,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_phattharanan_petroleum,ปตท หจก.ภัทรนันท์ ปิโตรเลียม,PTT Phattharanan Petroleum,PTT,EV Station PluZ,18.742497,98.937067,CCS2,299 ม.3 ต.แม่เหียะ อ.เมืองเชียงใหม่ เชียงใหม่ 50100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_supasiri_petroleum,ปตท บจ.ศุภสิริ ปิโตรเลียม,PTT Supasiri Petroleum,PTT,EV Station PluZ,16.845866,100.228233,CCS2,199 ม.4 ต.พลายชุมพล อ.เมืองพิษณุโลก พิษณุโลก 65000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_phitsanulok_teerawat_singhawat,ปตท หจก.พิษณุโลกธีรวัฒน์ (สิงหวัฒน์),PTT Phitsanulok Teerawat (Singhawat),PTT,EV Station PluZ,16.8246637642,100.2574723903,CCS2,6/15 ถ.สิงหวัฒน์ ต.ในเมือง อ.เมืองพิษณุโลก พิษณุโลก 65000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_p_o_oil_kong,ปตท บจ.พี.โอ.ออยล์ (คง),PTT P.O. Oil (Kong),PTT,EV Station PluZ,15.319843,102.434024,CCS2,189 ม.6 ต.ตาจั่น อ.คง นครราชสีมา 30260,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
